text,label
loved it Can t wait for Monday s return flight Mostly just to watch the inflight safety video again sorrynotsorry,1
Hi Just wanted to see if you have any new routes planned this year for Newark Love flying you guys and hope to do so more,1
I mean Probably inappropriate while on board But it s on,1
happy to spend the day together Let s do this,1
They were very understanding and helped me out Thx Comps,1
thank you I absolutely will,1
How about some free drinks on the flight back for the free promo,1
thanks,1
Thanks,1
thanks for taking care of on her flight rockstars travel,1
Thanks for the lovely soft views travel SAN to SFO,1
I adore you and am so looking forward to my flight to Austin in two weeks,1
I was so glad it was mentioned I took my first virgin flight a few years back and it was a transformative experience,1
first time flying Virgin went to SanFrancisco Thanks for the smooth ride Easily my new fav airline,1
just promoting the product is all had a problem with southwest and recommend noneother than the best,1
love you guys but pls get some direct routes LAS to AUS,1
of course I work for and I m obsessed with the entire Virgin family,1
ok first time flying with you tonight,1
got it squared away Someone picked up as soon as I tweeted Should have tweeted sooner,1
Of course Have fun celebrating Thanks Happy Chinese New Year,1
Flight Booking Problems last second flight for next week from SFO to SAN any chance you want to gift me a promo code since I love you guys,1
For my Grandma Ella s 80th she would lt 3 a bday greeting from your flight crew She was a stewardess for Eastern Airlines,1
Just bought tix for ATX Dallas route thanks for adding that Love yr airline amp yr website is BEST transactional site EVER,1
gave a credit for my Late Flight flight yesterday Great service That s a Wow moment Unexpected gesture,1
had me at their safety video LOVED my first cross country flight livewelltraveled sytycd,1
that doesn t look to fat to me It looks yummy,1
omg omg nonstop Dallas to Austin on virgin,1
Your planes are really pretty Just thought u should know that,1
thank you,1
good to be home texas moodlighting,1
thanks for that Been needing a way to make those Austin trips from DCA and now you ve come through,1
this is too cool Never been on ur planes but now I will,1
great Well deserved,1
got it All set Thanks,1
Giants and Virgin America A match made in heaven,1
thank goodness Also see you friday nwk gt sf BOOM,1
I luv ur people and product 1 thing is y do u charge for herbal tea but not black tea I m not a caffeine drinker,1
thank you See y all soon I m excited to see the expansion of destinations Spread those wings,1
has the most INCREDIBLE customer service I ve ever experienced So refreshing,1
am I dreaming Did you really just open up a route between Dallas and Austin And does this mean Houston might be next,1
OMG FINALLY,1
thankyou the DAL AUS route makes my day,1
awesome deals DAL AUS for only 39 each way,1
love it taking on in their backyard Consumers win when biz competes,1
is flying from Love to Austin now That is most excellent news,1
Congrats VX on the new route,1
I am all about the in flight artisanal cheese and wine pairing,1
That s classy,1
I m sure a lot of your 747 and 777 JFK LHR flights go a lot faster than 513mph with a strong tailwind,1
now it s just t minus 32 minutes until my Elevate a Silver upgrade window opens FreeNeverSucks,1
would have been a rough trip but LUCKILY we were on a virginamerica flight weather,1
another perfect flight How come on your planes the sun visors can stay down Other carriers make you raise them,1
Nice RT The man of steel might be faster but we have WiFi just saying ScienceBehindTheExperience,1
I love the dancing little richard cool beans,1
I don t use Passbook I still love you though lt 3 I ll just use my email in the future,1
thanks for the free birthday points y all are ALL RIGHT with me,1
thanks so much for sharing Just added it to my site,1
Dad on Segway is the best part of this whole infographic,1
Are there any plans for a short haul airline in Europe Would defiantly fly with you guys,1
wifi AND better seating,1
not only was it great but you return my calls the day after Couldn t ask for more myVXexperience,1
so loyal that I m driving to NYC from PA to fly Virgin since you cut Philly flights,1
you guys are perfect as always lt 3 WeRVirgin,1
thanks Y all have some of the best customer service left in the industry,1
really wish you d fly out of Fargo those fares are amazings,1
just got on the 1pm in Newark home to LA Your folks at EWR are incredible letsgohome,1
Flying LAX to SFO and after looking at the awesome movie lineup I actually wish I was on a long haul,1
thanks,1
Thanks for taking care of that MR Happy customer,1
thanks we filled it out How s our luck with this Is it common,1
thanks,1
Thanks It is on the same ticket,1
follow me please this airline is beautifull,1
just wanted to let you know how wonderful Rosetta the gate agent was working flight 6457 Dan to Ase Let her know she wasappreciated,1
thanks for your help got me what I need but its an issue with austrian I guess I sit awhile longer,1
Airport snow removal method 22 Keep up the good work folks this is where Cessna s become 747 s,1
Thank you for that Am I able to claim any interim expenses or is the cost of the stuff up on me,1
I flew United last month and the experience was AWESOME,1
441 which also had 1 working WC in coach Good thing this bird landed ahead of schedule I have to use the WC stat,1
for the record Rozana at Newark was lovely and helpful choosekind,1
thx for update,1
despite my bag not making it to Newark good informative email tracking updates help,1
Wow What a deal Again 30 plus seats available Easy change to make a customer happy,1
private jet would have been cool Do does not work I ll try again,1
thanks just sent,1
has unrivalled access to California with flights to the U S from 7 UK airports with nonstop or one stop connections year round,1
thnx for the info,1
kudos for not Cancelled Flightling flights from DFW this morning United usually first to panic,1
another awesome new plane flight 1584 and extremely nice Captain Steve Connolly,1
Every United flight between Saipan and Guam is an adventure You never know when s old plane will be operational,1
Thank you for the cheese platter and abundance of entertainment options Time just flew by,1
thank you Been trying for two days to set this up,1
Definitely a compliment I really thought my bag was lost after it was sent on to another airport In the end I am a happy customer,1
thanx so much You followed through and emailed me a 1000 ticket voucher unitedairlines they do care,1
this will definitely be a trip to remember EWR STI second of the season first on seat 35A because it pays to be loyal,1
you are one great airline,1
We ll see what we can do KN We are running Most of this plane is running Thanks for the help,1
we just flew with United from AUS Austin Bergstrom to Cancun Intl Best flight ever The 737 s are not too big Not too small,1
flight ua3576 gate b1 And tell ray I somehow made it on to the 736 flight out of IAH and didn t have to wait for the 917 one,1
But thanks for asking,1
you too,1
is my favorite airline,1
man I can t wait to book my ticket now Thanks JP you re a life sabe,1
you guys continue to impress me in Houston,1
Made the upgrade list Will fly 1st tomorrow for 40 min for the first time ever StatusMatchPaidOff,1
not just refunded but for those of us who are on vacation to get a free room night to make up for making us sleep in DIA,1
Thanks for the reminder It s been a fun ride,1
Terrific Many thanks Looking forward to being back on UA tomorrow Had a great flight up to Vancouver,1
I appreciate your efforts getting me home,1
despite shaky connections looks like I ll get home tonight Great job was touch and go for a while,1
thank you,1
thanks we ll be in touch,1
Thanks to Karen Salisbury at IAH for amazing customer service Found my daughter s bag lost on UA1516 Made her day,1
I left my comment with customer care Thanks for contacting me,1
Yes Thanks so much We see you spoke with our Reservations team and they ve reinstated the flight Thanks EY,1
captain on behalf of the front office welcome on board Never heard that before I laughed hard funnycaptain,1
These are great fares,1
awesome I ll book my next Christmas vacatinn this December any other ways you want to devalue mileage plus,1
THANK U Secured room for the night Thx to VERY helpful customer service rep N Dorns I thanked her Can u 2 goodenoughmother,1
thank you I flew into Newark from Vail Eagle,1
Denver International Airport,1
Thank you for responding so quickly with a helpful tool,1
Thank you Took care of everything and made it right That s the experience I m used to Opened the app to find flight changed,1
that s exactly the point It fits I m premier access Boarding group 2 This was a return ticket I ve been doing this for 15 yrs,1
Thank you,1
My favorite way to travel Thank you,1
thank you,1
he has no priority and Iove it,1
Pleased to be a Premier Platinum,1
Thank you Tall I can certainly take a look Please follow and DM me your confirmation number for assistance JH,1
thanks for listening I definitely was not the only person in line who thought it was absurd,1
ok I just submitted Thanks for the opportunity to give feedback,1
Big thanks to Ms Winston for assisting me over the phone with a baggage claim issue today She really went the extra mile,1
I will as soon as I am done with my article Thanks Tom,1
Ok thank again for your help,1
flight 1491 plane from SFO to DEN is basically on time,1
thanks Just a program comment the system assigned seats behind each other even though pairs were available I changed it back,1
Please than Robin at EWR Premiere Desk for helping me get on a an earlier flight She did the work Huge thanks,1
that would help or how about integrate it into the App so I can just activate it and surf,1
thank YOU for your kindness Your agents went above amp beyond to get my stranded family home,1
look at this beauty dc 10 united airlines,1
ok thx,1
great to hear Thankyou so much Greatly appreciate your replies Feel much more settled now,1
counter agents at RDU deserve a medal thankyou,1
thank you Literally called for preboarding as I ran up,1
that s brilliant Thankyou so much Is it classed as part of carryon,1
thank you for listening to my compliant and doing the right thing I appreciate you working with me,1
Great I m ready to go home,1
wow you even answered back Awesome That s customer service usairwaysfail,1
outsource it all United Airlines your customers are just loving you for it Outsource Outsource Outsource,1
Thank you You need to follow back tho otherwise I can t DM you X,1
Just sent Thanks,1
thank you very much for the help We re do I pick up my bags aspen airport amp are they coming in today on flight911,1
would love help getting there today In EWR now Will take any airline and connections Thx,1
thank you,1
Thanks for the update,1
just confirmed a seat Crisis averted Beers won t be missed now,1
Understood and thanks I should have tried reaching out sooner,1
The DEN b44 agent 9 30am was amazing The MPAgent at check in She sucks,1
traveling with who is injured Gate agent in Chicago was awesome helping her TY roadwarrior,1
Thanks,1
been solved they finally picked up the second time I called thanks for the response JH 7 21 to dulles works,1
has the best customer experience via twitter huge fan,1
love the new 1st class breakfast,1
Thanks for looking into this and for getting back to me via DM Glad to hear my bag is finally being delivered to me Thanks again,1
flew from sdf to ATL to Tampa on Delta Left early Arrived early Crew helpful Wifi worked,1
Cool Thank you,1
I d like to thank and recognize Terri P at Dulles for going out of her way to get me back on my Raleigh flight,1
Was able to send the DM All good now,1
have Michelle at T1 ORD train your other staff on how to treat customers A refreshing pleasure to deal with,1
EWR agent Barbara was FABULOUS and an example of CUST SERV A pleasure talking to you,1
thanks for the upgrade today great way to start my week Cc,1
I am impressed with your super fast reply to,1
hi JP with the help of an awesome TSA representative I was able to get it all taken care of Thank you,1
the staff was rather efficient and got us solutions just freaked me out a little being in limbo in the air,1
I wanna be grand staff,1
I wanna be ride United airline I love airplane,1
you re my early frontrunner for best airline oscars2016,1
Worked like a charm Bag was waiting on the carousel when we got to baggage claim welldone goodflight friendlysky,1
will do Thanks for the help Cheers,1
I have 8 flights with you in the next two weeks let s make some good memories,1
he is so excellent and so reliable happycustomer,1
it was delivered Thank you for making sure it arrived at my doorstep,1
Looking for a reason to travel quote,1
thank you,1
I was sincerely thanking the pilot of flight 4461 of braving the snow and getting me home amongst many other Cancelled Flightlations,1
Thanks LOL UA6259 will wait for us Per same tail number as UA5525,1
bummer but thank you for the quick response,1
They let us know in advance of the reboot yes Thanks for the attentiveness,1
Wanted to compliment ur phone agent Jeanette for reFlight Booking Problems RDU to SEA thru SFO after connecting flight thru EWR was Cancelled Flightled,1
social media team is on point on OscarNight,1
thank you for following up,1
Claudia in IAH terminal b travel assistance has me all set Great service Thank you,1
Denver baggage handlers you totally impressed us today Our lungs barely made the run to connect but our bags had no problem DEN,1
thanks it was my first time in a United lounge and felt welcomed,1
can Cancelled Flight my flight anytime if this is where they keep me for the night,1
thanks for updating me about the 1 hour delay the exact second I got to ATL,1
Resolved Over hour of work on ground amp somehow the system reset itself during takeoff I appreciate the quick response service,1
and to add to my earlier tweet This was my daughters 5th Bday present Thank you for the hard work and making it happen,1
you have a guy named Otis at ORD that knows what customerservice is he was able to get my bag to me I upgraded just to be sure,1
you all do a wonderful job today Got my wife daughter and myself from PGH to Orlando after out flight was delayed luggage and all,1
nope Even better there were 4 seats And due to W amp B first to raise hands got to move up I wasn t fast enough,1
look at this beauty dc 10 united airlines Hope you like this beauty,1
it was such a lovely part of this long day attendants on UA5168 most UA795 were beyond exceptional today GiveThoseLadiesRaise,1
I trust you enough to put my coat in my checked bag,1
finally made it to rep who solved my problem,1
thanks gate agent extraordinaire Seau Fong for helping me get re booked out of Boise and hopefully home to NYC sometime tonight,1
Thank y all for being an amazing airline who knows how to treat their customers you guys rock,1
went to Customer Service kiosk and they were able to help out Still thanks for following up,1
nope all set Thx for checking,1
on 2 20 Denver AP gate B91 destination Santa Fe agent Ashley did an amazing job in the face of an angry traveler Kudos,1
I should be fine They automatically changed my connecting flight for me so I wouldn t miss it A work,1
thx off the response finally got through the 45 min wait and talked to someone,1
Thx just DM d Conf s MQXC64 amp MPWNC2 Any help appreciated,1
this is why I fly Never have any issues,1
great flight into PVD Smallest plane I have ever been on and smoothest landing ever,1
Thanks so much my passport was recovered,1
thanks Just got on a couple of minutes ago Great service on flight 479 btw Please pass it to the team on that flight,1
your agents and service on my weekend trip have been AMAZING Thank you,1
will do Just need to get CVG and my bag too Thanks,1
we got it thanks,1
This is probably the least dependable airline in the Western Hemisphere does not belong in Star Alliance but SkyTeam,1
amazing hospitality and helpfulness from Anthony Lastella Great staff def flying united again,1
just touched down in Miami not too far off Nicely done united,1
it was very comfortable now waiting for our luggage,1
thank you,1
finally got through and they were very helpful Appreciate it,1
thanks for the effort I can get the earliest Though I will make a complaint for a refund as I am losing one business day tomorrow,1
THANK YOU,1
worked out after all Thanks for your immediate reply,1
Nicole at Quito airport took great care of us this week Handled lost baggage seat changes Very professional nice Pat her back,1
thanks for leaving our 3 year old in his own row flight 360 LAX IAD,1
thank you,1
Very quick TY I am sorry to hear this Can you please follow and DM me the details of what transpired JH,1
just did Thank you,1
thank you,1
I am thank you,1
thank you for flying me out of the mess at IAD and out to San Diego,1
Thank you but the person in Houston could only get me a flight routing through Newark NJ and I m going to SFO,1
My bag reference ID number is IND43728M Thanks for looking at it,1
one lady helping the 12 of us with luggage,1
met with agent All taken care of Thx for reply,1
I still like you united airlines,1
thanks for the epic service on 863 always a pleasure outstanding crew,1
Life goal complete,1
Just sent a DM Thank you for the acknowledgment,1
thank you Much appreciation for your help,1
such a relaxing space for a drink before my flight at Global First Lounge,1
What a really GREAT amp FLATTERING story about you You should be very proud via,1
so is that two seats avail so far for us,1
732 from Denver We just boarded Fingers crossed we get into the air,1
Thanks for the upgrade please try to get my company to approve more business class travel,1
Hubby made it by the skin of his teeth,1
thank you Excited to be working with you guys,1
tonight you made this Fred Flintstone happy with an upgrade to 1st class,1
that s great pls let me know when u start,1
thanks not sure arranged move to the earlier flight but I m at the gate with a seat assignment Super nice agent at gate C4 ORD,1
I see Thanks for explaining,1
After an hour wait my issue is resolved I did contact customer service to comment on the wait time Thanks for contacting me,1
Yes they did Must have fixed the broken ramp Thanks,1
thanks,1
Kurt and the crew on UA1745 were amazing today They made my son s birthday with their kindness Hope to fly with them again soon,1
as a million miler with UA and flying almost every week I observe gate and flight crews committed to good operations,1
thanks we did,1
thank you for compensating us for our 4 lost bags We will fly with you again UnitedAirlines,1
I JUST ASKED MY BOYFRIEND TO PROM OVER THE LOUDSPEAKER ON FLIGHT 494 HE SAID YES BEST DAY EVER THANK U SO MUCH,1
So appreciated,1
Hmmm seems like this could be something to be changed to be more flyerfriendly,1
No problem just follow me back so I can Thank you,1
this flight has been amazing This is the best flight I have ever been on I am not kidding Service is INCREDIBLE,1
the upgrade to first class was a nice way to fix your earlier mistake Thank you,1
Rhonda C at Atlanta airport redeemed you guys She got us straightened out,1
Hi there looks like my connection is delayed too so I ll make it Thanks,1
cldnt be happier w the many plastic wing pins given to me on flight 494 I love them Amazing staff So nice,1
thanks for the reply If you can get me a better seat on my next leg to Munich That would be nice,1
thank you for taking care of my mom and reFlight Booking Problems her flight in phl,1
Ill check it out appreciate the response regardless,1
1632 was phenomenal frm gate SEA to gate IAD,1
Thanks Hopefully this is easily resolved,1
I will Thanks,1
They finally gave in a let him on After they threatened to send him back to Vegas on coach Thnx,1
gave me a smile today with a Zero Award Computers have some sense of humour,1
All flights Cancelled Flighted Trip refunded without difficulty staff extremely helpful no complaints Way to handle bad weather,1
thank you for the help,1
you re good Thank you,1
Wasn t frustrating Well not in any way reLate Flightd to y all anyway Impressed that I made it,1
oh the Wi Fi router is on top of the fuselage,1
Very impressed so far An app that s worth a damn and sms updates on my flight,1
thank you It s my daughters 13th bd party w proj weather cond it doesn t look promising Please assist with earlier flts to Cmh,1
will the kudos to capt Herman be relayed to his chief pilot or should I be emailing someone,1
good job at CLE TPA on schedule 4 to 5 inches of snow,1
is ELP Friendly flyerfriendly united emb145 elpaso,1
provide a voucher for one of my customers and I will tweet about you all day long earnedmybusiness,1
stellar customer service You have earned my business by your attention to detail,1
service by staff was great as usual Cleanliness and smells a bit much I ll be back satisfied traveler,1
Hey you ve upgraded me on a 10 hour International flight I forgive you thank you,1
yes to more food Add some gluten free options while you re at it,1
thank you for a great flight in gfc Cheers,1
They held the plane Made it,1
ok have sent u info via DM I appreciate your help and consideration,1
nice and early back home,1
I hope so too,1
I ll make sure he s done that Thanks for the help This is a huge race for him and just trying to make sure it goes smoothly Peace,1
will you fill it Yes they will Thanks BringYourOwn,1
This flight attendant was extremely helpful to a woman who had a hard time walking Very touching,1
DM sent Thanks,1
Brian at SFO customer service deserves a raise gave me extra meal voucher and a good joke to cheer me up after flight delay FTW,1
Thank you Have a nice evening,1
No thanks Took care of it when I called,1
awesome thank you very much for the help,1
kept me watching the safety video for the first time in forever Nice job,1
thanks to Lea in the Chicago office for her help in switching our Cancelled Flighted flights,1
Thank you so much for your help with my birthday trip Tickets are confirmed,1
thank you,1
Great landing in Denver next Rapid City Snow starting to fall Florida Everglades is a faint sunburn away here comes the cold,1
Looking forward to flying with you guys as well,1
Bag was finally delivered and intact Thanks for your assistance,1
You guys made my day Treated me well Thank you,1
Don t know her last name but Karen at your call center is terrific Friendly helpful Terrific representative Kudos,1
thank you Good service safe flight 1 2 way home,1
Both flights went great and improved my view of your airline cheers Flight attendents on UA1022 deserve a raise,1
I may not hit any new status this year but I ve flown several times this year and have tried to book with y all every time,1
I just received notification of in flight Wi Fi for UA863 from to Amazing,1
give her the recognition she deserves,1
she s the type of person that can make a customers day I fly 100 times a year amp she s one of the top flight attendants I ve had,1
you suck you re the best,1
Thank You,1
thank you for the reply I will fill out the form and submit it as requested Good to know you re paying attention,1
Gate Agent Alavera is amazing,1
wins top marks for customer service via Twitter They turned a poor experience into a positive Many thanks for the effort,1
flight experiences R often frustrating but 2day on UA5184 from CHI to WPG flight attendant April was amazing She s 1 of the best,1
free booze for the Bach party would make it better ORD gt MSY Delayed Again We will enjoy either way Thanks,1
all good man it isn t your fault that plane is having maintenance issues,1
Your puppy is so cute We look forward to having both of you on board Thanks for the high five EY,1
When are you coming back to You have a huge East Bay customer base due to SFO and I miss you,1
thanks i will catch my conection,1
Thank you Any help is appreciated,1
thanks for moving my dad on to my my mom s flight You helped make his birthday start with FriendlyFriday Awesomeness 4 paws up,1
goodspeed We will follow up with our Maintenance team Thanks for the tweet KP THANK YOU United Cares,1
thank you Appreciate the response,1
thank you thank you thank you for contacting me Thank you for the offer of a 1000 travel certificate unitedairlines,1
sent a DM just now Thanks I am incredibly happy the fast response I got via Twitter than via customer care Thank you,1
perfect That works Thank you,1
mechanical issue Looks like they got it fixed Thanks for your concern,1
thanks,1
On the plane but thanks Maybe don t let so many people check in by themselves teeming with morons,1
Looks like they came through Thanks again for the help,1
since when did you get so good again 4 transcontinental flights in 72h What a pleasure relief you were,1
Thanks,1
thanks for prompt response Another hour to enjoy vacation Perhaps a bug in the app as it still shows 2 55,1
appreciate the sentiment and you were able to get me off the ground still missed connection,1
Thank you for your prompt assistance,1
thanks for more timely updates,1
Baggage check in and in flight crew the friendliest ever Flight 417 ogg to Lax,1
Thank you for your offer All sorted out,1
I think this is the best first class I have ever gotten Denver to LAX and it s wonderful,1
of course not The inflight crew was great,1
well played LO,1
The pilot of UA475 just landed this plane like he was gently placing us into a pile of whipped cream Smoothest landing ever,1
a big thanks to MN and KN or patiently clarifying the United domestic world to me,1
thank you so much that helps a ton Whoever is on this Twitter acct today deserves a handshake and a hot chocoLate Flight problemsolvers,1
can t wait 787,1
love being told you would issue a refund when you couldn t get us out of the way of a hurricane to have it denied,1
thnx,1
Aw thanks for the kind words Totally makes these extra 6 hours sitting in an airport SOOOO much better,1
as u might imagine this former pilot was particularly touched by the gesture Please let the FO know keepingtraditionsalive,1
just sent thank you,1
good fly United businessFirst,1
thanks i made it,1
Thanks Just DMed HN,1
enjoyed heathrow lounge so much i almost missed my flight,1
Hi flight 1051 If I try and book a new one way flight departure shows up as 3 55pm which seems accurate,1
Please send me the link email to formally compliment Irene in SLC on some of the best customer service ever PaxEx,1
thnx LO,1
in spite of flight delay great customer service provided by Janet and baggage employee Karen You have 2 wonderful employees United,1
always makes our cross country flights rad here s baby flier Charlotte 8thtime5MonthsOld,1
FirstClass to London on my way to LondonFashionWeek LFW15,1
huge kudos to the FO of Sunday s flt 1623 sjo iad Handed my daughter her first pair of wings Keeping traditions alive,1
awesome new plane flight 1701,1
flt 912 Capt Herman is amazing Came out before flight to play ask the captain anything Wonderful ambassador to the airline,1
Thank you for a wonderful global first class flight on your 777 to FRA Great service cont,1
Thank you United roam That s a beautiful place to stay a day longer Have you been re booked If not let me know MN,1
alright thank you Much appreciated,1
Thanks Yup I m all set It happens SLC ground staff were prompt helpful and courteous,1
thank you so much How will you be able to contact me,1
maybe on my return trip,1
i got it at the gate thanks for checking,1
I especially like how you upgraded three of your crew members to first class instead of passengers keepitclassy customerservice,1
please do She went above and beyond what she had to do she made us her number one priority,1
you guys are awesome Thanks,1
thnx,1
Anna Palm Springs gate 19 deserves a medal Handled 30 ppl missing flights like a pro,1
Great customer service again Thanks,1
thanks that would be awesome,1
nawww United is my fave airline,1
We hope to see you on board soon and thanks for the tweet EY,1
thanks keep up the good work,1
4 reFlight Booking Problemss in last 2 days and each time united wait time was lt 5 seconds Kudos to you for excellent customer service,1
sent you my confirmation via DM Thank you very much,1
that would be great 1k us651621,1
just got my lost Kindle in the mail Thanks again,1
Leaving soon Thanks,1
Had wonderful on time flights from OGG to MSN Lost RX eyeglasses thick in the Admiral Club in Chicago this morning Found,1
got it right with the safety demonstration Corporate but funny reserved but NOT CORNY as a,1
thanks for the reply I have been in contact with Customer Care to get clarification on this issue,1
thanks for the help Wish the phone reps could be so accomidating,1
I ll stick with my United flight Thanks though Effort is much appreciated,1
Fair enough I don t usually rant but it s good to know someone s listening,1
Thank you for the Delta transfer Will my bags go too,1
Happy to have had you on board Please share details here KP Done,1
we were able to get on the moon flight Just got to our hotel in Puerto Rico Thank you,1
Great Appreciate it,1
I was well taken care of thanks I ve already been sent a survey request amp I ll share my positive experience despite delay,1
thanks Everything a ok now,1
DM sent Thanks so much for the strong customer service,1
ok thanks I sent you a DM too You can disregard that,1
So excited I was put on an earlier flight to get home Woo Hoo travel,1
perfect Thank you,1
has the best pilots ever Thank you guys for the great trip thatisall,1
I will thank you,1
thanks for making sure they hear the message,1
my home for the next 8 5 hrs 777 GFC,1
Thank you,1
I have to admit that not only the app is good but have lots of useful func such the live seat map Congrats,1
kind of cool to run into your boss man at SFO,1
Got a call Bag is to be delivered tonight Thanks for your reply,1
Global First Class Lounge ORD menu Yummy,1
pleasantly surprised with quality of service and flight Flew LGA CLE DEN Friendly crew Love the concept of byod worksnicely,1
thank you I will address it with them,1
so sorry I ended up on US Air flight Thank you though for getting back to me,1
great way to start my vacation with an on time departure Looking forward to my global first class suite,1
Thank you for responding so promptly I look forward to the 240 kms drive to the office to file a claim,1
that would be great,1
You re welcome,1
flt 1583 EWR to SFO excellent service Friendly flight attendants made the 6AM flight a very good start to the day,1
Yes D Y From on Instagram,1
Joni did a great job on flight 5653 to LAX Thanks for a great flight,1
So far so good Just stepped down in Denver Next Stop Portland,1
OrthoDoc on call to in flight Glad to have been of service,1
flight attendant regains karma by giving big sweaty dad cold water Guy was running amp carrying his daughter Last one onboard,1
I just want shout out a thank the pilots and staff on the Feb 13 flight from Newark to Boston at 4 40pm They were super helpful,1
Keep the flights cheap and early on time and you are good Flew and Cancelled Flightled my flight 4 times last month United gt,1
message sent Thank you,1
followed and messaged Thanks so much for the help,1
Thanks JT,1
Thank you Off to LA to do something very special,1
Thank you,1
thanks for the quick reply I just fill in the form idnumber8569822 hopetogetanswersoon,1
that s fine I ll take them,1
I have,0
thank you My second flight I already got bumped up to 1st Love it,1
all goods I ll call tomorrow thanks,1
next day,0
I filled out the form but I haven t received any sort of email confirmation that it s been received Is that normal,0
Airline N26902 Dreamliner leaves London Heathrow,0
ok Can I DM you the info,0
KOA LAX should have fresh food service right,0
OMG THANK U,1
will do Thank you,0
Okay thank you both,0
they had snacks available just no fresh food not sure what happened but I m sure we will grab a bite before our SFO connection,0
done as requested,0
